 mentions, sentiment,sender
[],0.286580741,rainier
[],0.665799916,seven-low-delaware-pluto
"['kilo-echo-butter-kitten', 'seven-low-delaware-pluto', 'seven-india-lamp-pasta', 'robert-romeo-early-missouri']",0.253140688,rainier
[],0.993710816,seven-low-delaware-pluto
[],0.292404592,rainier
['california-sink-delaware-summer'],0.195400506,rainier
[],0.480279982,seven-low-delaware-pluto
[],0.943717122,rainier
[],0.490050554,rainier
[],0.563396811,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.968083918,rainier
['seven-low-delaware-pluto'],0.258142829,rainier
[],0.457643449,rainier
[],0.129487142,rainier
[],0.16206947,seven-low-delaware-pluto
[],0.447472572,rainier
[],0.633948267,rainier
[],0.628016829,rainier
[],0.53202647,rainier
[],0.934924424,seven-low-delaware-pluto
['king-sink-early-nebraska'],0.967948496,rainier
[],0.610540211,rainier
[],0.969021142,seven-low-delaware-pluto
[],0.477502733,seven-low-delaware-pluto
[],0.634438157,rainier
[],0.374905586,rainier
[],0.091009691,seven-low-delaware-pluto
[],0.177615434,rainier
[],0.548718154,rainier
[],0.620506704,rainier
[],0.95925647,seven-low-delaware-pluto
[],0.605538428,seven-low-delaware-pluto
"['kilo-echo-butter-kitten', 'washington-spaghetti-mike-nebraska']",0.633696496,rainier
['seven-india-lamp-pasta'],0.850066245,seven-low-delaware-pluto
[],0.730940282,rainier
['seven-india-lamp-pasta'],0.618044198,rainier
[],0.419588715,rainier
[],0.784848332,seven-low-delaware-pluto
"['seven-low-delaware-pluto', 'california-sink-delaware-summer']",0.78870213,rainier
"['seven-low-delaware-pluto', 'california-sink-delaware-summer']",0.16474919,seven-low-delaware-pluto
[],0.834656954,rainier
['river-oranges-jersey-cup'],0.641799808,rainier
[],0.209842831,rainier
[],0.723231435,rainier
[],0.817492485,seven-low-delaware-pluto
[],0.288374037,rainier
[],0.994905233,seven-low-delaware-pluto
[],0.857820809,rainier
[],0.928968787,seven-low-delaware-pluto
['california-sink-delaware-summer'],0.724935412,rainier
[],0.127676934,seven-low-delaware-pluto
[],0.427769005,seven-low-delaware-pluto
['maine-william-princess-jersey'],0.749242008,rainier
"['california-sink-delaware-summer', 'seven-india-lamp-pasta']",0.441783637,seven-low-delaware-pluto
['seven-india-lamp-pasta'],0.532182992,rainier
"['kilo-echo-butter-kitten', 'robert-romeo-early-missouri']",0.638796687,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.611835241,rainier
['ohio-april-lemon-sixteen'],0.746536374,rainier
[],0.083406791,seven-low-delaware-pluto
[],0.563396811,rainier
['california-sink-delaware-summer'],0.605489194,seven-low-delaware-pluto
[],0.836298883,rainier
['river-oranges-jersey-cup'],0.443664044,rainier
[],0.383181393,rainier
['kilo-echo-butter-kitten'],0.826306522,rainier
[],0.563396811,seven-low-delaware-pluto
[],0.953526616,rainier
[],0.548066914,seven-low-delaware-pluto
[],0.219068691,rainier
['comet-single-charlie-leopard'],0.969110906,rainier
[],0.792683303,rainier
[],0.899214983,rainier
['kilo-echo-butter-kitten'],0.259932339,seven-low-delaware-pluto
['robert-romeo-early-missouri'],0.221802443,rainier
['kilo-echo-butter-kitten'],0.928539693,rainier
[],0.985613286,rainier
[],0.30831188,rainier
[],0.730940282,seven-low-delaware-pluto
[],0.270378321,rainier
[],0.214525372,seven-low-delaware-pluto
[],0.865624905,seven-low-delaware-pluto
[],0.694312572,rainier
[],0.324008107,rainier
[],0.136080578,seven-low-delaware-pluto
[],0.74938482,seven-low-delaware-pluto
[],0.53202647,rainier
[],0.53202647,rainier
[],0.934924424,seven-low-delaware-pluto
[],0.428122491,rainier
[],0.341879874,seven-low-delaware-pluto
[],0.53202647,rainier
[],0.700483322,rainier
[],0.048360929,seven-low-delaware-pluto
[],0.614118338,rainier
['whiskey-steak-papa-golf'],0.567930996,rainier
[],0.138625741,seven-low-delaware-pluto
[],0.414664119,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.964623868,rainier
[],0.961568534,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.880628586,rainier
['robert-romeo-early-missouri'],0.653513491,seven-low-delaware-pluto
[],0.612789571,rainier
[],0.329654008,seven-low-delaware-pluto
['river-oranges-jersey-cup'],0.351751029,rainier
[],0.766210735,seven-low-delaware-pluto
[],0.234680593,rainier
[],0.733681321,rainier
[],0.563396811,seven-low-delaware-pluto
[],0.649508238,seven-low-delaware-pluto
[],0.722340584,rainier
[],0.665799916,rainier
[],0.287585795,seven-low-delaware-pluto
[],0.189550012,rainier
[],0.750610709,seven-low-delaware-pluto
['rainier'],0.983255744,seven-low-delaware-pluto
[],0.280158877,rainier
['yellow-sink-comet-princess'],0.29474175,seven-low-delaware-pluto
[],0.941444635,rainier
['bluebird-fish-lamp-edward'],0.564644039,rainier
[],0.553498626,rainier
[],0.198615059,seven-low-delaware-pluto
[],0.775100529,rainier
[],0.392977953,seven-low-delaware-pluto
[],0.552016079,rainier
[],0.787980318,seven-low-delaware-pluto
[],0.773208857,rainier
[],0.698020577,seven-low-delaware-pluto
['california-sink-delaware-summer'],0.603023767,rainier
[],0.423402399,seven-low-delaware-pluto
[],0.530300558,rainier
[],0.467796326,rainier
[],0.132333845,rainier
[],0.670708716,rainier
[],0.72846967,rainier
['kilo-echo-butter-kitten'],0.288104326,rainier
[],0.562479198,rainier
[],0.629446089,seven-low-delaware-pluto
"['kilo-echo-butter-kitten', 'cup-london-michigan-august']",0.728009999,rainier
[],0.896078348,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.276836962,seven-low-delaware-pluto
[],0.48158595,rainier
[],0.337756217,seven-low-delaware-pluto
[],0.961040318,rainier
[],0.44460988,rainier
[],0.307069808,seven-low-delaware-pluto
[],0.636586308,seven-low-delaware-pluto
[],0.88729763,rainier
[],0.992214143,rainier
[],0.985831678,seven-low-delaware-pluto
[],0.926115155,rainier
[],0.859786689,seven-low-delaware-pluto
[],0.331104845,rainier
[],0.400097489,rainier
[],0.428532124,seven-low-delaware-pluto
[],0.67040211,seven-low-delaware-pluto
[],0.078964911,rainier
[],0.931910157,seven-low-delaware-pluto
[],0.928839505,rainier
[],0.371431768,rainier
[],0.73521626,rainier
[],0.563396811,rainier
[],0.087114818,rainier
[],0.538920462,seven-low-delaware-pluto
[],0.31357646,rainier
[],0.882860124,seven-low-delaware-pluto
[],0.091182753,rainier
[],0.795070469,seven-low-delaware-pluto
[],0.514357626,rainier
[],0.360487252,rainier
[],0.167502284,seven-low-delaware-pluto
[],None,rainier
[],0.381692439,rainier
[],0.465124547,rainier
[],0.083151132,seven-low-delaware-pluto
[],0.784277558,seven-low-delaware-pluto
[],None,rainier
[],0.416916966,rainier
[],0.807753861,seven-low-delaware-pluto
[],0.64461571,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.93756175,rainier
"['kilo-echo-butter-kitten', 'seven-india-lamp-pasta']",0.94939816,rainier
[],0.992539406,seven-low-delaware-pluto
"['kilo-echo-butter-kitten', 'california-sink-delaware-summer']",0.938509047,rainier
['california-sink-delaware-summer'],0.817779541,seven-low-delaware-pluto
[],0.850086987,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.906402528,rainier
[],0.814957738,seven-low-delaware-pluto
[],0.195341915,rainier
[],0.42904833,seven-low-delaware-pluto
[],0.298392951,rainier
[],0.853817344,seven-low-delaware-pluto
[],0.729248047,rainier
['maine-william-princess-jersey'],0.213837638,seven-low-delaware-pluto
[],0.789247453,rainier
['kilo-echo-butter-kitten'],0.747300506,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.10370031,rainier
[],0.761372745,seven-low-delaware-pluto
[],0.496207118,rainier
[],0.709369779,rainier
[],0.266430795,rainier
['rainier'],0.640112698,seven-low-delaware-pluto
[],0.662879407,seven-low-delaware-pluto
[],0.03641846,seven-low-delaware-pluto
[],0.614951372,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.168731093,rainier
[],0.204875916,seven-low-delaware-pluto
[],None,rainier
['rainier'],0.992268443,seven-low-delaware-pluto
[],0.928761721,rainier
[],0.563396811,rainier
[],0.769739211,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.992764771,rainier
[],0.187610567,rainier
[],0.501552761,rainier
[],0.91083312,seven-low-delaware-pluto
[],0.89307797,seven-low-delaware-pluto
[],0.703474522,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.983663082,rainier
[],0.874563396,rainier
[],0.934790432,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.488471359,rainier
[],0.790202081,seven-low-delaware-pluto
[],0.565983176,seven-low-delaware-pluto
[],0.983723342,rainier
[],0.144507766,rainier
[],0.547039092,rainier
[],0.225439638,rainier
[],0.190980554,seven-low-delaware-pluto
[],0.938759744,rainier
[],0.472090393,rainier
['maine-william-princess-jersey'],0.64993763,seven-low-delaware-pluto
['seven-pip-pizza-cola'],0.501769602,rainier
['rainier'],0.478282899,seven-low-delaware-pluto
[],0.51774174,seven-low-delaware-pluto
[],0.450915992,seven-low-delaware-pluto
[],0.072608799,rainier
[],0.083815143,rainier
[],0.398185194,seven-low-delaware-pluto
['seven-pip-pizza-cola'],0.785804868,rainier
[],0.16557467,seven-low-delaware-pluto
['maine-william-princess-jersey'],0.828068972,seven-low-delaware-pluto
[],0.451471806,seven-low-delaware-pluto
[],0.114193849,seven-low-delaware-pluto
[],0.020432819,rainier
['seven-low-delaware-pluto'],0.746537268,rainier
[],0.518216491,seven-low-delaware-pluto
[],0.633891046,seven-low-delaware-pluto
[],0.089150764,rainier
['rainier'],0.822177291,seven-low-delaware-pluto
[],0.067775421,rainier
[],0.538958848,seven-low-delaware-pluto
['maine-william-princess-jersey'],0.531609654,seven-low-delaware-pluto
[],0.546888769,seven-low-delaware-pluto
[],0.145337284,rainier
[],0.655179381,rainier
[],0.430073351,seven-low-delaware-pluto
[],0.597418666,rainier
[],0.919652343,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.566591978,rainier
[],0.515444994,seven-low-delaware-pluto
[],0.651914001,seven-low-delaware-pluto
[],0.691803336,rainier
[],0.209503308,seven-low-delaware-pluto
[],0.153227136,rainier
[],0.921869278,seven-low-delaware-pluto
[],0.819492817,rainier
[],0.821236968,seven-low-delaware-pluto
[],0.740461528,rainier
[],0.756461501,seven-low-delaware-pluto
[],0.955858827,rainier
[],0.656976819,seven-low-delaware-pluto
[],0.723536849,seven-low-delaware-pluto
[],0.252414167,seven-low-delaware-pluto
[],0.64113152,seven-low-delaware-pluto
[],0.659293115,rainier
[],0.215506062,seven-low-delaware-pluto
[],0.132808909,rainier
['seven-india-lamp-pasta'],0.155699492,rainier
[],0.608529508,seven-low-delaware-pluto
['seven-india-lamp-pasta'],0.359679639,seven-low-delaware-pluto
[],0.985847414,rainier
['maine-william-princess-jersey'],0.511717141,seven-low-delaware-pluto
['comet-single-charlie-leopard'],0.719578981,rainier
[],0.820052266,seven-low-delaware-pluto
[],0.563396811,rainier
['comet-single-charlie-leopard'],0.052565567,seven-low-delaware-pluto
[],0.034758005,seven-low-delaware-pluto
[],0.512428164,seven-low-delaware-pluto
[],0.563396811,seven-low-delaware-pluto
[],0.656976819,rainier
[],0.245291322,seven-low-delaware-pluto
[],0.563396811,rainier
['bluebird-fish-lamp-edward'],0.395199656,seven-low-delaware-pluto
['comet-single-charlie-leopard'],0.736128688,seven-low-delaware-pluto
[],0.268260002,seven-low-delaware-pluto
[],0.72685796,seven-low-delaware-pluto
['comet-single-charlie-leopard'],0.634058475,rainier
[],0.520597875,seven-low-delaware-pluto
['bluebird-fish-lamp-edward'],0.394754976,seven-low-delaware-pluto
[],0.28475973,rainier
['kilo-echo-butter-kitten'],0.488161117,rainier
[],0.563396811,seven-low-delaware-pluto
[],0.583831847,seven-low-delaware-pluto
[],0.160114214,rainier
[],0.212096393,seven-low-delaware-pluto
[],0.741266131,rainier
['kilo-echo-butter-kitten'],0.116592892,rainier
[],0.526590884,rainier
[],0.879473805,seven-low-delaware-pluto
['california-sink-delaware-summer'],0.705604494,seven-low-delaware-pluto
[],0.860678315,seven-low-delaware-pluto
[],0.044369109,seven-low-delaware-pluto
[],0.693450749,rainier
['kilo-echo-butter-kitten'],0.976599455,seven-low-delaware-pluto
[],0.541821659,seven-low-delaware-pluto
[],0.437719733,seven-low-delaware-pluto
[],0.563396811,seven-low-delaware-pluto
[],0.963608682,rainier
[],0.249534637,rainier
['california-sink-delaware-summer'],0.737565219,rainier
[],0.303363293,rainier
['black-purple-butter-robin'],0.405931056,seven-low-delaware-pluto
[],0.167659834,rainier
[],0.552250922,seven-low-delaware-pluto
['bluebird-fish-lamp-edward'],0.456548959,rainier
[],0.114791013,seven-low-delaware-pluto
[],0.57307303,rainier
['bluebird-fish-lamp-edward'],0.665330231,rainier
[],0.03626436,seven-low-delaware-pluto
[],0.066965155,rainier
[],0.218141571,rainier
[],0.056701142,seven-low-delaware-pluto
['king-sink-early-nebraska'],0.377802193,rainier
[],0.85157007,rainier
['bluebird-fish-lamp-edward'],0.747623444,seven-low-delaware-pluto
[],0.340818822,seven-low-delaware-pluto
[],0.750639617,rainier
[],0.795976818,seven-low-delaware-pluto
[],0.379695415,rainier
['kilo-echo-butter-kitten'],0.980978727,seven-low-delaware-pluto
['bluebird-fish-lamp-edward'],0.81411773,rainier
[],0.067486092,seven-low-delaware-pluto
[],0.727370739,rainier
[],0.237641022,rainier
[],0.563396811,rainier
[],0.543302774,seven-low-delaware-pluto
[],None,rainier
[],0.82209754,seven-low-delaware-pluto
[],0.17662625,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.983433306,rainier
['rainier'],0.98123157,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.956687629,rainier
[],0.30837822,rainier
[],0.789022684,rainier
[],0.312976331,seven-low-delaware-pluto
[],0.850135863,rainier
[],0.868502319,seven-low-delaware-pluto
[],0.656976819,rainier
['maine-william-princess-jersey'],0.870280325,seven-low-delaware-pluto
[],0.564249754,rainier
[],0.187351018,seven-low-delaware-pluto
[],0.140606821,rainier
[],0.484345734,rainier
[],0.530861437,seven-low-delaware-pluto
[],0.67040211,rainier
[],0.517521799,seven-low-delaware-pluto
[],0.602797747,rainier
[],0.499093771,rainier
[],0.055562813,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.990975797,rainier
[],0.380158901,rainier
[],0.042975236,rainier
[],0.064064518,seven-low-delaware-pluto
[],0.725913942,rainier
[],0.762272,seven-low-delaware-pluto
[],0.415051371,rainier
[],0.556961775,rainier
['black-purple-butter-robin'],0.786609173,seven-low-delaware-pluto
[],0.089325696,rainier
[],0.807712913,rainier
[],0.505587935,seven-low-delaware-pluto
[],0.765421093,rainier
[],0.48119092,rainier
[],0.694837034,seven-low-delaware-pluto
[],0.799484551,seven-low-delaware-pluto
[],0.955399752,rainier
[],0.572726786,rainier
"['kilo-echo-butter-kitten', 'stairway-quiet-montana-thirteen']",0.996431231,rainier
[],0.911048651,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.958853602,rainier
[],0.733213842,rainier
[],0.123671025,seven-low-delaware-pluto
[],0.060408432,rainier
[],0.471400619,seven-low-delaware-pluto
[],0.936399817,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.531275868,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.358830899,seven-low-delaware-pluto
[],0.486347556,rainier
[],0.962313235,rainier
[],0.81930083,seven-low-delaware-pluto
[],0.295848906,seven-low-delaware-pluto
[],0.515010715,rainier
"['seven-india-lamp-pasta', 'maine-william-princess-jersey']",0.751868606,seven-low-delaware-pluto
[],0.936399817,seven-low-delaware-pluto
[],0.041469589,rainier
[],0.82179904,seven-low-delaware-pluto
[],0.805843413,seven-low-delaware-pluto
[],0.563396811,rainier
['yellow-sink-comet-princess'],0.423614204,rainier
[],0.579566181,rainier
[],0.178762048,seven-low-delaware-pluto
[],0.353619486,seven-low-delaware-pluto
['seven-india-lamp-pasta'],0.698769569,rainier
['yellow-sink-comet-princess'],0.336387098,rainier
[],0.256906867,rainier
[],0.672736287,seven-low-delaware-pluto
[],0.797830105,rainier
[],0.704978704,seven-low-delaware-pluto
[],0.67040211,rainier
[],0.567009389,seven-low-delaware-pluto
[],0.54091531,rainier
[],0.402451277,seven-low-delaware-pluto
[],0.050288051,rainier
[],0.847668111,seven-low-delaware-pluto
[],0.772155762,seven-low-delaware-pluto
[],0.114422992,seven-low-delaware-pluto
[],0.928158998,rainier
[],0.25864321,rainier
[],0.246990427,seven-low-delaware-pluto
[],0.837676704,rainier
[],0.894580603,rainier
[],0.183733165,rainier
[],0.5639413,seven-low-delaware-pluto
[],0.566213548,rainier
[],0.226130769,seven-low-delaware-pluto
[],0.3169837,rainier
[],0.069614165,seven-low-delaware-pluto
[],0.718639016,rainier
[],0.408389717,seven-low-delaware-pluto
['black-purple-butter-robin'],0.345058262,seven-low-delaware-pluto
[],0.328870326,seven-low-delaware-pluto
['whiskey-steak-papa-golf'],0.575137615,rainier
[],0.525538981,rainier
['kilo-echo-butter-kitten'],0.185836658,seven-low-delaware-pluto
[],0.486347556,rainier
[],0.67040211,rainier
[],0.881019115,seven-low-delaware-pluto
[],0.911867023,rainier
['comet-single-charlie-leopard'],0.702206254,seven-low-delaware-pluto
[],0.67040211,seven-low-delaware-pluto
[],0.527733564,rainier
[],0.393262357,seven-low-delaware-pluto
[],0.140975192,rainier
[],0.224426046,rainier
[],0.70561111,seven-low-delaware-pluto
[],0.191876575,seven-low-delaware-pluto
[],0.615756989,rainier
[],0.596365333,seven-low-delaware-pluto
[],0.67805922,rainier
[],0.320550025,rainier
[],0.305751264,seven-low-delaware-pluto
[],0.038258359,rainier
[],0.010013783,seven-low-delaware-pluto
[],0.513362706,rainier
[],0.563396811,rainier
[],0.278819561,seven-low-delaware-pluto
[],0.537825227,rainier
[],0.455754936,rainier
[],0.12544252,rainier
[],0.92498976,seven-low-delaware-pluto
[],0.471436054,rainier
[],0.127995044,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.058828279,rainier
[],0.133664384,rainier
[],0.631069243,rainier
['rainier'],0.893107533,seven-low-delaware-pluto
[],0.945364654,rainier
[],0.941652715,rainier
[],0.626823843,rainier
[],0.909560859,seven-low-delaware-pluto
[],0.909560859,rainier
[],0.130053878,rainier
[],0.633886278,rainier
[],0.568830252,rainier
[],0.498603821,rainier
[],0.108421557,seven-low-delaware-pluto
[],0.889710546,rainier
[],0.802874625,seven-low-delaware-pluto
[],0.146972597,seven-low-delaware-pluto
[],0.76586771,rainier
[],0.563396811,seven-low-delaware-pluto
['rainier'],0.496402562,rainier
[],0.28503722,seven-low-delaware-pluto
[],0.101849601,rainier
"['kilo-echo-butter-kitten', 'comet-single-charlie-leopard']",0.61736995,rainier
[],0.78676945,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.736759305,seven-low-delaware-pluto
[],0.75101918,rainier
[],0.53148073,rainier
[],0.247049391,seven-low-delaware-pluto
[],0.40104273,seven-low-delaware-pluto
[],0.196090057,rainier
[],0.069252796,rainier
[],0.208879754,seven-low-delaware-pluto
[],0.586501777,rainier
[],0.050879419,seven-low-delaware-pluto
[],0.59926486,rainier
[],0.037926488,seven-low-delaware-pluto
[],0.408875853,rainier
[],0.109389529,rainier
[],0.990736723,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.74938482,seven-low-delaware-pluto
[],0.422470748,rainier
[],0.983921945,seven-low-delaware-pluto
[],0.331884384,seven-low-delaware-pluto
[],0.518213749,seven-low-delaware-pluto
[],0.351097673,rainier
['kilo-echo-butter-kitten'],0.874296367,rainier
[],0.725832582,rainier
[],0.01753751,rainier
[],0.776396275,seven-low-delaware-pluto
[],0.405954987,rainier
[],0.922830939,rainier
[],0.906634986,seven-low-delaware-pluto
[],0.228018582,rainier
['seven-india-lamp-pasta'],0.32577917,rainier
[],0.086372346,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.181519389,rainier
['kilo-echo-butter-kitten'],0.538415253,rainier
[],0.212275863,rainier
[],0.335996687,seven-low-delaware-pluto
[],0.882177532,seven-low-delaware-pluto
[],0.94511348,rainier
['black-purple-butter-robin'],0.09490411,rainier
[],0.719690442,seven-low-delaware-pluto
[],0.546378255,rainier
[],0.629164875,seven-low-delaware-pluto
[],0.294994652,rainier
[],0.647574186,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.662769198,seven-low-delaware-pluto
[],0.63316828,rainier
[],0.644658864,seven-low-delaware-pluto
[],0.189426392,rainier
[],0.222066209,seven-low-delaware-pluto
[],0.674361587,rainier
['black-purple-butter-robin'],0.497951686,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.777235806,seven-low-delaware-pluto
[],None,rainier
['stairway-quiet-montana-thirteen'],0.375810385,rainier
[],0.517622411,seven-low-delaware-pluto
[],0.832393706,rainier
[],0.54091531,seven-low-delaware-pluto
[],0.523926497,rainier
['king-sink-early-nebraska'],0.954460561,rainier
[],0.21282205,seven-low-delaware-pluto
[],0.739639103,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.46528548,rainier
[],0.652985036,seven-low-delaware-pluto
[],0.810701132,rainier
['burger-pennsylvania-football-potato'],0.14235267,seven-low-delaware-pluto
[],0.830384433,seven-low-delaware-pluto
[],0.019645864,seven-low-delaware-pluto
[],0.55210495,rainier
[],0.237641022,rainier
[],0.207885131,seven-low-delaware-pluto
"['kilo-echo-butter-kitten', 'pennsylvania-winter-asparagus-comet', 'king-sink-early-nebraska', 'maine-william-princess-jersey']",0.676129997,rainier
[],0.657390594,seven-low-delaware-pluto
[],0.480117828,seven-low-delaware-pluto
[],0.035176601,seven-low-delaware-pluto
['kilo-echo-butter-kitten'],0.323669463,seven-low-delaware-pluto
[],0.565443933,seven-low-delaware-pluto
[],0.981114745,rainier
[],0.67318809,rainier
[],0.890003145,seven-low-delaware-pluto
[],0.99552238,rainier
"['pennsylvania-winter-asparagus-comet', 'king-sink-early-nebraska']",0.909920454,rainier
['king-sink-early-nebraska'],0.197609395,seven-low-delaware-pluto
['pennsylvania-winter-asparagus-comet'],0.738217473,rainier
[],0.973674595,rainier
[],0.955860913,seven-low-delaware-pluto
[],0.492687136,seven-low-delaware-pluto
[],0.465804666,rainier
[],0.911228895,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.301399887,rainier
[],0.958451927,rainier
['seven-india-lamp-pasta'],0.979398727,rainier
[],0.722046793,seven-low-delaware-pluto
[],0.428901762,rainier
[],0.928541243,seven-low-delaware-pluto
[],0.523744047,seven-low-delaware-pluto
[],0.306933075,rainier
[],0.141220406,rainier
['rainier'],0.162748992,rainier
[],0.437787205,seven-low-delaware-pluto
[],0.437787205,seven-low-delaware-pluto
[],0.563396811,seven-low-delaware-pluto
['rainier'],0.478282899,seven-low-delaware-pluto
[],0.9637748,seven-low-delaware-pluto
[],0.207360968,seven-low-delaware-pluto
[],0.486347556,rainier
[],0.314044535,rainier
[],0.584001362,seven-low-delaware-pluto
[],0.214592785,seven-low-delaware-pluto
[],0.186949074,rainier
[],0.394663781,rainier
[],0.119563259,seven-low-delaware-pluto
[],0.839624882,rainier
[],0.881371081,seven-low-delaware-pluto
[],0.534555614,rainier
[],0.981537402,rainier
[],0.732196391,seven-low-delaware-pluto
[],0.941436827,seven-low-delaware-pluto
[],0.414123714,rainier
[],0.86083138,seven-low-delaware-pluto
[],0.358752072,rainier
[],0.098553315,rainier
[],0.555556834,rainier
[],0.819223821,seven-low-delaware-pluto
[],0.091896303,rainier
[],0.822004735,rainier
[],0.270637095,seven-low-delaware-pluto
[],0.207360968,seven-low-delaware-pluto
[],0.400939733,rainier
[],0.489468396,rainier
['rainier'],0.545972586,seven-low-delaware-pluto
[],0.282431722,rainier
[],0.110312082,seven-low-delaware-pluto
[],0.38209492,rainier
[],0.631548226,seven-low-delaware-pluto
[],0.302171707,rainier
[],0.563396811,rainier
[],0.126631349,seven-low-delaware-pluto
[],0.048457228,rainier
[],0.706137478,rainier
[],0.990453243,seven-low-delaware-pluto
['seven-low-delaware-pluto'],0.953440785,rainier
[],0.513816297,rainier
[],0.32816425,seven-low-delaware-pluto
[],None,rainier
[],None,rainier
[],0.022597225,seven-low-delaware-pluto
[],0.05913027,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.767135918,rainier
[],0.013279941,seven-low-delaware-pluto
[],None,rainier
[],0.412600487,rainier
[],0.150500089,rainier
[],0.281785131,seven-low-delaware-pluto
[],0.512250721,rainier
[],0.730940282,seven-low-delaware-pluto
[],0.334307909,seven-low-delaware-pluto
[],0.832123399,rainier
[],0.324927479,seven-low-delaware-pluto
[],0.827060938,rainier
[],0.002015827,rainier
[],0.418368429,rainier
['maine-william-princess-jersey'],0.805328965,seven-low-delaware-pluto
[],0.967992842,seven-low-delaware-pluto
[],0.991178989,rainier
[],0.932236433,rainier
[],0.954373837,seven-low-delaware-pluto
"['black-purple-butter-robin', 'ohio-april-lemon-sixteen']",0.925315142,rainier
[],0.86083138,rainier
[],0.74938482,seven-low-delaware-pluto
[],0.398537576,rainier
[],0.990392387,rainier
['king-sink-early-nebraska'],0.100966886,rainier
['maine-william-princess-jersey'],0.974395573,rainier
[],0.100945078,seven-low-delaware-pluto
[],0.59838289,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.825715363,rainier
[],0.477881223,seven-low-delaware-pluto
[],0.469606757,seven-low-delaware-pluto
[],0.656539261,seven-low-delaware-pluto
['stairway-quiet-montana-thirteen'],0.569844663,seven-low-delaware-pluto
[],0.839584172,rainier
[],0.454708546,seven-low-delaware-pluto
[],0.287685901,rainier
[],0.548247695,rainier
[],0.734371901,seven-low-delaware-pluto
[],None,rainier
['rainier'],0.908831537,seven-low-delaware-pluto
[],0.928007185,seven-low-delaware-pluto
[],0.828978777,rainier
[],0.853112638,seven-low-delaware-pluto
[],0.81321907,seven-low-delaware-pluto
[],0.744295716,rainier
[],0.020258557,seven-low-delaware-pluto
[],0.432657063,rainier
[],0.86083138,rainier
[],0.74938482,seven-low-delaware-pluto
[],0.832311749,rainier
[],0.83640486,seven-low-delaware-pluto
[],0.962455511,rainier
[],0.563396811,seven-low-delaware-pluto
[],0.616892457,seven-low-delaware-pluto
[],0.54332763,seven-low-delaware-pluto
[],0.461044461,rainier
[],0.634839535,rainier
[],0.945981085,seven-low-delaware-pluto
[],0.225165173,rainier
[],0.483646572,seven-low-delaware-pluto
[],0.427940041,seven-low-delaware-pluto
[],0.563396811,rainier
[],0.924699366,rainier
[],0.93677932,rainier
[],0.53202647,rainier
[],0.278819561,seven-low-delaware-pluto
[],0.617313206,rainier
[],0.930159092,seven-low-delaware-pluto
[],0.710271418,rainier
[],0.639937937,rainier
[],0.860529125,seven-low-delaware-pluto
[],0.83405441,rainier
[],0.358484417,seven-low-delaware-pluto
[],0.814614058,rainier
[],0.192068949,seven-low-delaware-pluto
[],0.386844277,rainier
[],0.938015044,seven-low-delaware-pluto
['comet-single-charlie-leopard'],0.747318983,rainier
[],0.589461923,seven-low-delaware-pluto
['robert-romeo-early-missouri'],0.972538233,rainier
[],0.120579101,seven-low-delaware-pluto
[],0.936399817,rainier
[],0.021440912,seven-low-delaware-pluto
[],0.283105552,rainier
[],0.414411783,seven-low-delaware-pluto
[],0.486347556,rainier
['washington-spaghetti-mike-nebraska'],0.773568332,seven-low-delaware-pluto
[],0.530706048,rainier
"['pip-eighteen-mountain-dakota', 'king-sink-early-nebraska']",0.719941497,seven-low-delaware-pluto
[],0.571795285,seven-low-delaware-pluto
[],0.717708111,rainier
[],0.093611345,seven-low-delaware-pluto
[],0.379632682,seven-low-delaware-pluto
[],0.331969172,seven-low-delaware-pluto
[],0.406533331,seven-low-delaware-pluto
['pennsylvania-winter-asparagus-comet'],0.723441303,rainier
[],0.507228076,seven-low-delaware-pluto
